googl,,,,aapl,,,,adbe,,,,Meta,,,,msft,,,,5000       SIMULATIONS      RETURNS        OF      THE       STOCKS,,,,
Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,GOOGL,AAPL,ADBE,META,MSFT
,,,,,,,,,,,,,,,,,,,,2.5056384340178%,-0.993529146863036%,3.08525622440675%,-3.42080572569739%,0.28809786475005%
,,,,,,,,,,,,,,,,,,,,-0.981450330121178%,1.07185773658587%,0.160003339627533%,-0.807481862613269%,-2.57151584178553%
,,,,,,,,,,,,,,,,,,,,-0.921031636719101%,1.29440590822676%,-0.513091964435509%,-1.20128607074334%,-0.307020362845812%
,,,,,,,,,,,,,,,,,,,,2.12769309990456%,1.20473062420079%,-1.72913482955785%,-0.887424509867003%,-1.13728508141683%
,,,,,,,,,,,,,,,,,,,,-0.348225336846024%,-0.521579006132468%,3.74781501113137%,-1.22221695993973%,1.30561079847094%
,,,,,,,,,,,,,,,,,,,,-2.85253768037156%,0.468167170021157%,-4.53868329056179%,-3.80313412012947%,-1.59689959096241%
,,,,,,,,,,,,,,,,,,,,0.254892581714635%,-0.417961518971071%,0.373344409254807%,-2.25318016509094%,-1.31603662918422%
,,,,,,,,,,,,,,,,,,,,-1.59709944875702%,-0.977693061747022%,-0.275034077664635%,1.37859000047046%,1.61889900157961%
,,,,,,,,,,,,,,,,,,,,0.10548180477451%,3.49550210199383%,-2.99813463727781%,0.659978402288483%,0.148409668169034%
,,,,,,,,,,,,,,,,,,,,-0.0503765409405417%,1.19179836713178%,3.6887179538866%,-0.780046289854278%,0.120840530737585%
,,,,,,,,,,,,,,,,,,,,-0.970688467010715%,-3.21104205753347%,-2.23695398488526%,-1.6692499777093%,-0.603897605203721%
,,,,,,,,,,,,,,,,,,,,-1.61317292499457%,-2.14833183032268%,-0.248725700339794%,-0.887032479106412%,-1.04429544712692%
,,,,,,,,,,,,,,,,,,,,-0.24088981414771%,1.24443853613611%,-0.248516689196239%,-2.44249492647963%,-1.22659328345956%
,,,,,,,,,,,,,,,,,,,,0.618657180966134%,-0.603274411973136%,2.67154468610571%,-2.94395681353101%,1.31450405540229%
,,,,,,,,,,,,,,,,,,,,-2.14228767129182%,-1.74676754812698%,-1.92593164853277%,-2.22407548160589%,0.54809942205404%
,,,,,,,,,,,,,,,,,,,,-0.772593017701518%,-1.00560037596731%,0.247455486218821%,-0.209828666764907%,0.55977407497062%
,,,,,,,,,,,,,,,,,,,,0.243332621852617%,-2.2139941180639%,3.66523970479955%,-1.54544010136348%,0.959178083601054%
,,,,,,,,,,,,,,,,,,,,2.97876786860097%,2.70445373310421%,1.41242812311185%,0.761539069555387%,1.44964324015675%
,,,,,,,,,,,,,,,,,,,,0.341030316584503%,-2.35761312608629%,3.17667825148211%,0.0938686992196063%,0.558648299027625%
,,,,,,,,,,,,,,,,,,,,-1.88685781785567%,0.718272118953071%,0.651143499246734%,-5.16580846349819%,1.0790155824068%
,,,,,,,,,,,,,,,,,,,,-2.30847829609979%,-4.10128259494135%,-4.30763841140882%,-0.417953030527948%,1.27897456672444%
,,,,,,,,,,,,,,,,,,,,-1.34082521555041%,-1.04804667559682%,-0.629501478445782%,-2.51209134444578%,-1.04176811817417%
,,,,,,,,,,,,,,,,,,,,3.84705333410872%,-1.23803218742307%,3.78202806780758%,0.657493274099295%,-0.287031237427729%
,,,,,,,,,,,,,,,,,,,,-0.367457391776623%,0.765585344311537%,0.33532156304064%,-0.256448778994189%,-0.66508702780658%
,,,,,,,,,,,,,,,,,,,,2.26213227569471%,-1.14194690233232%,-0.616998824678429%,1.30567226850336%,-0.562513550529162%
,,,,,,,,,,,,,,,,,,,,-0.810281755852061%,-1.62676761629413%,-0.422347582256014%,-0.233893337585472%,-0.833880349097271%
,,,,,,,,,,,,,,,,,,,,2.07714715344906%,0.422821219657039%,-0.824974788707782%,-3.30485812097317%,-0.203853036058688%
,,,,,,,,,,,,,,,,,,,,-1.04279952400613%,-1.29267430127638%,1.80511692402494%,2.58907002998842%,1.11552144947705%
,,,,,,,,,,,,,,,,,,,,0.0432346265200289%,1.38254292317793%,0.318583038701766%,-1.04414921779599%,-2.33596982970099%
,,,,,,,,,,,,,,,,,,,,0.889767669721663%,-1.1352565062965%,0.329823094728555%,0.276860580191977%,-1.41971762916681%
,,,,,,,,,,,,,,,,,,,,2.97254186452242%,1.17226292464897%,0.940907961198762%,-1.13963442184953%,0.280070949066529%
,,,,,,,,,,,,,,,,,,,,-0.222281939505591%,0.136719805226415%,2.03223867412769%,4.26014358211833%,-0.486872665211843%
,,,,,,,,,,,,,,,,,,,,1.03710456253285%,0.965936867475659%,-1.49452459119787%,-2.07488830622749%,0.356798657948833%
,,,,,,,,,,,,,,,,,,,,0.412515725456105%,-1.59152802440532%,0.0326199151489103%,-0.698418003204464%,-1.52823979817752%
,,,,,,,,,,,,,,,,,,,,-2.66680068233564%,-1.25041430019345%,-1.30121075514625%,-3.09565715739551%,0.734204384116973%
,,,,,,,,,,,,,,,,,,,,-0.0231105428507465%,-2.0852451644331%,-0.270477197133933%,-2.18314170943708%,1.19634818913238%
,,,,,,,,,,,,,,,,,,,,2.37252546625671%,0.653191220512899%,1.16468722126704%,-0.242605055111075%,0.381118056288601%
,,,,,,,,,,,,,,,,,,,,-2.49806051650289%,1.77440958926343%,0.441110576726837%,-0.103195344127176%,0.97005150308179%
,,,,,,,,,,,,,,,,,,,,1.22437046304801%,1.35197331691355%,-4.30547751831334%,1.61213882039178%,-1.8304625966841%
,,,,,,,,,,,,,,,,,,,,0.828182994677443%,0.698784338940261%,-5.30654027381081%,-2.58916059165836%,-1.02098086828141%
,,,,,,,,,,,,,,,,,,,,1.63048646651327%,0.79923339745159%,1.53082731137161%,0.283418374899953%,-2.04881905437207%
,,,,,,,,,,,,,,,,,,,,-1.32505588226294%,2.13945158928396%,4.47383955457396%,-3.85065452181216%,0.245017258173721%
,,,,,,,,,,,,,,,,,,,,2.6802869100808%,1.20634058207952%,0.570831023893156%,-2.86563164816747%,-0.0997139680532847%
,,,,,,,,,,,,,,,,,,,,0.758198536058964%,1.75709146720436%,-0.5800339119002%,-4.2568460431363%,1.74153780034707%
,,,,,,,,,,,,,,,,,,,,-0.555569239542416%,-0.27828086489772%,1.47987856251516%,1.14877481988539%,-0.605908554642361%
,,,,,,,,,,,,,,,,,,,,1.60879945618141%,1.68884966555598%,-2.70744472447527%,2.27532218935549%,0.111000947586812%
,,,,,,,,,,,,,,,,,,,,2.38953718854682%,-1.0268132778664%,0.747587452504322%,2.2394400041461%,0.909285449161968%
,,,,,,,,,,,,,,,,,,,,-0.0742062339142813%,1.40290816420838%,0.288864510931349%,4.13262224618822%,1.35823141546929%
,,,,,,,,,,,,,,,,,,,,2.09874754123526%,1.6868387300528%,-0.276473041823418%,3.13914147598869%,-0.446837844307893%
,,,,,,,,,,,,,,,,,,,,-1.71808930151141%,3.87373362096753%,0.224799152303169%,2.77596865649665%,-0.54348918712156%
,,,,,,,,,,,,,,,,,,,,-2.14564401628118%,1.72065048183875%,1.81040739780382%,-1.61339082513026%,0.0770103360030129%
,,,,,,,,,,,,,,,,,,,,-0.974961519404167%,-0.113882181268823%,-2.52676358897688%,0.167156266194823%,0.639685971155901%
,,,,,,,,,,,,,,,,,,,,-0.076858899197451%,0.153599248891699%,6.79827504658739%,2.42490309658083%,1.25352303529615%
,,,,,,,,,,,,,,,,,,,,-2.09268535711124%,1.52609237006061%,-0.761666145242125%,-2.43001975017301%,-0.191600730901057%
,,,,,,,,,,,,,,,,,,,,0.440828378856819%,4.0465313830942%,-0.998553914827667%,3.53581404985857%,-2.04927573799513%
,,,,,,,,,,,,,,,,,,,,-1.19790817937719%,0.147358064124424%,-4.63309563011172%,-1.82460705253954%,-1.57805482328556%
,,,,,,,,,,,,,,,,,,,,0.32732475073962%,-1.03509882305065%,0.148148520199723%,-1.73598444410536%,-0.382607784142458%
,,,,,,,,,,,,,,,,,,,,-0.551753117925126%,-2.85439450092682%,-0.0841673359393125%,0.357450421712102%,0.400099120883477%
,,,,,,,,,,,,,,,,,,,,-0.0121964739010457%,3.07371565292279%,-2.22013337379268%,-0.193302011029309%,0.25013250650386%
,,,,,,,,,,,,,,,,,,,,1.82941752573294%,-2.89235526566651%,0.433766466567498%,1.73865794664615%,-0.273305132808873%
,,,,,,,,,,,,,,,,,,,,2.80617884620974%,1.64659558370683%,1.11961004359554%,-1.32292166639877%,-1.21392934655854%
,,,,,,,,,,,,,,,,,,,,-0.231450918011789%,-0.298726392953763%,3.3814620593294%,3.01366187515316%,-0.725999287127578%
,,,,,,,,,,,,,,,,,,,,-0.247531834068057%,0.614608879167538%,-0.0652894942512155%,0.0198148312079589%,-0.730143808239581%
,,,,,,,,,,,,,,,,,,,,0.178724104727737%,-1.08593585117001%,1.77266230837185%,-0.91912028379582%,-1.11201688303518%
,,,,,,,,,,,,,,,,,,,,-1.16314920032712%,0.108316972992265%,0.305698883577009%,-1.13897039584039%,-2.47122586523548%
,,,,,,,,,,,,,,,,,,,,1.60446936519523%,-0.649582183482156%,-0.701071426725491%,0.974828509608559%,0.00290000368238379%
,,,,,,,,,,,,,,,,,,,,3.69121605801809%,-2.258097943103%,-5.12280781486175%,-1.87202259081003%,-0.143528408434414%
,,,,,,,,,,,,,,,,,,,,-7.12127300515841%,-0.941653310601534%,-0.440788576883169%,-0.286897001522502%,0.716821323498633%
,,,,,,,,,,,,,,,,,,,,-2.81549474901832%,0.274516587343547%,0.753423629068524%,-0.43780069680484%,-1.69392007139516%
,,,,,,,,,,,,,,,,,,,,0.731406274150056%,-0.220389876194939%,-1.83737427707205%,1.0056906441517%,1.6854650757771%
,,,,,,,,,,,,,,,,,,,,-0.72837883965314%,0.626156764649365%,2.59578210400333%,-2.29595496356177%,0.69039157351144%
,,,,,,,,,,,,,,,,,,,,-3.79375208562901%,0.0153142411313558%,-1.59317388716975%,-1.85273966364693%,-1.29665824125759%
,,,,,,,,,,,,,,,,,,,,0.323069938258994%,-1.03657051086023%,-1.40836097914365%,1.40353634804684%,0.651408157126283%
,,,,,,,,,,,,,,,,,,,,3.84289038409089%,-0.977107309987768%,-2.13751409071412%,-1.84856125663344%,-1.59989692534358%
,,,,,,,,,,,,,,,,,,,,-0.819699577697523%,0.70398892709023%,4.80503048810849%,-1.85782737358768%,2.61518589951271%
,,,,,,,,,,,,,,,,,,,,0.583681106852557%,-1.918179913609%,1.01621782564683%,1.66552566720096%,1.94322465596852%
,,,,,,,,,,,,,,,,,,,,-0.209133141307435%,0.551922904969665%,-0.100594583234251%,-2.30013623597985%,0.98832068094438%
,,,,,,,,,,,,,,,,,,,,1.30652575334017%,-1.15992623332744%,1.11573891895559%,2.42263722803144%,1.5502956332314%
,,,,,,,,,,,,,,,,,,,,1.69841361433688%,-0.00100364516859349%,-1.0026658897364%,2.16854283430994%,0.554163545367803%
,,,,,,,,,,,,,,,,,,,,-0.221634565486238%,0.233700078151879%,3.02359983831468%,4.11409781894651%,-2.04545016893803%
,,,,,,,,,,,,,,,,,,,,1.37575417487364%,-0.313357109298329%,0.323570528365268%,-1.46832527077198%,-0.790843504982296%
,,,,,,,,,,,,,,,,,,,,0.648669048941315%,1.94680565911676%,0.613223862924706%,-3.11444361016028%,-1.00638019552421%
,,,,,,,,,,,,,,,,,,,,2.11784900339219%,1.26188452176095%,1.59111323185721%,-3.86946589272825%,0.172665446727831%
,,,,,,,,,,,,,,,,,,,,3.76503744912226%,3.33249278903813%,1.66255155234733%,3.46318218689336%,-2.1601252279352%
,,,,,,,,,,,,,,,,,,,,-0.365335451520324%,-4.48197855004599%,-0.219862485839838%,-2.83028591659057%,-0.548064897628117%
,,,,,,,,,,,,,,,,,,,,-1.41314135661414%,1.62485818716564%,-2.78641634342961%,0.398810356652787%,-0.0318493786035089%
,,,,,,,,,,,,,,,,,,,,3.02979294057034%,2.509014709065%,4.10872750908573%,-2.41894723655564%,0.768940655431904%
,,,,,,,,,,,,,,,,,,,,1.35805788794239%,0.034979597458875%,-0.205690148198527%,2.41390489491696%,-0.497849282484409%
,,,,,,,,,,,,,,,,,,,,-0.159961176244143%,-0.336734055689413%,-2.75153972295197%,-0.482165251824308%,0.655059353967915%
,,,,,,,,,,,,,,,,,,,,-1.76542837866513%,2.12443256840353%,-1.38827105471966%,2.7851491117147%,1.13611440195215%
,,,,,,,,,,,,,,,,,,,,0.757900875363287%,-1.02325704225854%,-1.58333171495124%,-1.13266675006708%,1.1253780834208%
,,,,,,,,,,,,,,,,,,,,1.86735494752668%,-1.2591595175487%,0.0447357705904502%,-1.21195750285561%,-2.20648376133613%
,,,,,,,,,,,,,,,,,,,,-0.673131712919574%,-0.736068178094503%,-1.59437397744818%,-0.209813193323961%,-1.70578916698787%
,,,,,,,,,,,,,,,,,,,,-0.458237599073668%,1.29369872602584%,1.72214035050067%,0.628179624573818%,2.19798484778931%
,,,,,,,,,,,,,,,,,,,,0.214282503319799%,-0.0781558465626795%,-1.33035721994576%,-0.399623702727987%,-0.357832752072673%
,,,,,,,,,,,,,,,,,,,,1.52615922499608%,2.53423086844034%,0.144777006126863%,-4.79576873995435%,0.990931868368915%
,,,,,,,,,,,,,,,,,,,,1.04840194897273%,0.279237379216138%,0.644494626527778%,2.60841226505283%,1.47425837045404%
,,,,,,,,,,,,,,,,,,,,-3.40718595114603%,3.08066566959057%,3.68439765920613%,0.791937067798721%,-0.0122348539446699%
,,,,,,,,,,,,,,,,,,,,-1.11155373119844%,-1.67679496491798%,-2.63608126334444%,-0.545564619412328%,-0.916268294380228%
,,,,,,,,,,,,,,,,,,,,-1.60382523340165%,0.356574151657011%,-2.680930644296%,-0.63388596725616%,0.531900416349335%
,,,,,,,,,,,,,,,,,,,,1.78729432702003%,1.33636358637836%,-0.838164993809917%,0.40184421075099%,1.08573752700109%
,,,,,,,,,,,,,,,,,,,,0.506457284674816%,1.07721328421917%,-0.84268807508579%,-4.03908578445991%,-0.127747971579646%
,,,,,,,,,,,,,,,,,,,,-3.30585543642506%,-1.86078416924917%,-0.836855954739709%,-0.185891427190179%,0.249301768782654%
,,,,,,,,,,,,,,,,,,,,1.76015663015692%,1.87652877825459%,-0.354067700916191%,0.60678796903188%,0.193281480545799%
,,,,,,,,,,,,,,,,,,,,-1.22031815607374%,-0.170916689397327%,0.19344671430994%,-1.45688647272353%,-0.0407952825645567%
,,,,,,,,,,,,,,,,,,,,0.43136150445689%,-1.48057037946654%,-1.0062759393254%,-2.38998473624113%,-1.92636923326648%
,,,,,,,,,,,,,,,,,,,,1.92116713798649%,0.352115632100365%,1.45948868654434%,0.223086301548196%,-1.57744689236564%
,,,,,,,,,,,,,,,,,,,,2.14085840822617%,-0.815680853071623%,1.68895665127043%,1.87677426746222%,-1.09182738870167%
,,,,,,,,,,,,,,,,,,,,2.04167151138818%,1.85588085299517%,-1.65114199503256%,1.54444723636605%,0.532793311125931%
,,,,,,,,,,,,,,,,,,,,-0.64514828802393%,0.633391352327281%,1.82564151163367%,-0.361737942213999%,0.918797743084956%
,,,,,,,,,,,,,,,,,,,,-0.453452692631682%,-2.07706176956553%,0.707579203891822%,-1.56112692561909%,-0.758877299765026%
,,,,,,,,,,,,,,,,,,,,-1.62027233235354%,1.0437590213365%,5.14808939053254%,0.374194278469589%,-1.09741592418689%
,,,,,,,,,,,,,,,,,,,,3.27228325110504%,-0.255648318866977%,3.3807553111665%,-2.2343542837827%,0.622021908119818%
,,,,,,,,,,,,,,,,,,,,0.814954935247628%,0.687347154964488%,-1.66200728546953%,-0.141122002872975%,-0.870987580273689%
,,,,,,,,,,,,,,,,,,,,2.16735660412009%,-0.13056964641664%,-1.55035095655592%,-0.80814758410984%,0.265866772264006%
,,,,,,,,,,,,,,,,,,,,0.27628939717312%,0.468549196461399%,-1.89055973606494%,1.49682626179443%,-0.0396919567459829%
,,,,,,,,,,,,,,,,,,,,0.0143499183404735%,0.0137682403657535%,3.29819070473655%,0.948911605274833%,0.523924996623311%
,,,,,,,,,,,,,,,,,,,,-0.150079066183878%,0.899889129428128%,-0.125231550723275%,-0.00926386766229764%,1.20707411007117%
,,,,,,,,,,,,,,,,,,,,-1.16992113399954%,-0.760209960668566%,-3.40581592170838%,0.462559091477718%,-0.226888447951643%
,,,,,,,,,,,,,,,,,,,,2.20492705314689%,2.328251719113%,-2.40523620361331%,-1.37049020135976%,0.9033944969723%
,,,,,,,,,,,,,,,,,,,,-0.971693926222774%,0.938915908434753%,1.20583542585837%,-1.04457741308507%,1.6020147787089%
,,,,,,,,,,,,,,,,,,,,0.430554884363289%,4.15945053578053%,-0.895965869180596%,-0.348925824827668%,-0.22857325423436%
,,,,,,,,,,,,,,,,,,,,-0.285276515377303%,1.16202722212294%,2.50974056677697%,0.10230051794136%,-1.43325409291297%
,,,,,,,,,,,,,,,,,,,,-0.203971809843204%,-0.547871685485533%,-0.886405165520053%,-2.75532481130741%,0.0261446031469241%
,,,,,,,,,,,,,,,,,,,,1.01451160538536%,-0.109868432544097%,-0.699093691709865%,2.46983931221857%,1.70854796132077%
,,,,,,,,,,,,,,,,,,,,-1.56424363308072%,0.909417257430735%,0.586132743445579%,-2.15453870683894%,0.00429019816878845%
,,,,,,,,,,,,,,,,,,,,-1.49315700188097%,-0.418025039468422%,-1.568942312979%,1.57920693730487%,2.20755873245516%
,,,,,,,,,,,,,,,,,,,,-1.43664645375682%,0.582728669561452%,-0.00356527671090322%,-4.78184084245082%,1.28312319103285%
,,,,,,,,,,,,,,,,,,,,-1.15112729170173%,0.21557703434353%,-2.15688299542288%,-1.40603526500153%,-0.617574468187836%
,,,,,,,,,,,,,,,,,,,,0.944031816156395%,1.53068093912936%,1.57616882205563%,-1.65682264979325%,0.00737834098417905%
,,,,,,,,,,,,,,,,,,,,0.0159190617611175%,2.13107040548654%,3.75316949379077%,-0.807377926853166%,-0.717548674356619%
,,,,,,,,,,,,,,,,,,,,-0.698138848621357%,-1.49885960949578%,0.648541743224404%,2.61996722958228%,-0.528755405011419%
,,,,,,,,,,,,,,,,,,,,3.40366000421079%,-0.61856026599396%,0.21782053903922%,-1.89713394020635%,0.657254946783805%
,,,,,,,,,,,,,,,,,,,,-2.32023185508009%,0.52421436080437%,-0.384566961748642%,-0.387245134642514%,1.40227505187658%
,,,,,,,,,,,,,,,,,,,,-1.1921006459437%,0.265638125968596%,3.74078562951425%,-0.846693391454575%,0.00576879397361371%
,,,,,,,,,,,,,,,,,,,,1.29241449264182%,1.29684455069099%,1.18576983607272%,2.48414808769688%,0.12627326821544%
,,,,,,,,,,,,,,,,,,,,2.65808012421133%,-0.235432917247718%,-1.08306710512019%,-3.61255709466466%,0.548969331600953%
,,,,,,,,,,,,,,,,,,,,-2.15531753860638%,0.0546270455240631%,0.531566620251998%,0.0918508913011932%,0.748231881520342%
,,,,,,,,,,,,,,,,,,,,-2.53319101957462%,1.86480797067538%,2.89901742133966%,-2.07502770745808%,-0.463300822488662%
,,,,,,,,,,,,,,,,,,,,-0.375531073480007%,-1.30182212774957%,0.578704314292822%,0.285767795025568%,0.783345186864096%
,,,,,,,,,,,,,,,,,,,,1.75922268050622%,0.173605976035729%,0.313013829223412%,1.29733536319386%,-0.573134682802284%
,,,,,,,,,,,,,,,,,,,,-3.2116660678704%,2.29106078268568%,3.85854809012492%,3.80244027659943%,2.24954023363596%
,,,,,,,,,,,,,,,,,,,,2.61973010404766%,1.04598254188054%,0.382880464061731%,1.85673977754018%,1.03457000072757%
,,,,,,,,,,,,,,,,,,,,0.456016614415859%,1.6484801026013%,-1.93847905656113%,3.59733410677007%,0.242585894821426%
,,,,,,,,,,,,,,,,,,,,0.845532610210352%,-1.7800535064571%,-2.40435616265222%,-1.47363996682048%,0.844512332138062%
,,,,,,,,,,,,,,,,,,,,-2.31537009915092%,-0.124811439334521%,1.19006812834787%,-1.63672292064872%,-0.856688431369359%
,,,,,,,,,,,,,,,,,,,,-1.33346432258833%,0.108603540159476%,-1.23359365130401%,-2.74137827270068%,1.42206216734527%
,,,,,,,,,,,,,,,,,,,,-3.29489384854593%,-0.0284817273528193%,2.55417612623025%,3.91003498211745%,-0.485574161790152%
,,,,,,,,,,,,,,,,,,,,1.54294186039485%,2.91601090190194%,-2.62184393145112%,-2.53158600971623%,-1.00070898392114%
,,,,,,,,,,,,,,,,,,,,-1.00990686529446%,3.01315200370133%,0.207586239604294%,1.92568356101666%,2.89738540583332%
,,,,,,,,,,,,,,,,,,,,1.35748169403075%,-0.693914822099737%,-4.09467255246383%,3.18112577603692%,-0.18826624153878%
,,,,,,,,,,,,,,,,,,,,0.0577359494457472%,-2.83537498208125%,1.49428937952257%,-0.242751171740885%,1.73368255819318%
,,,,,,,,,,,,,,,,,,,,-0.467776642458047%,-2.10679776799812%,-2.86529775523565%,0.0368617035123514%,2.15753460742964%
,,,,,,,,,,,,,,,,,,,,0.305102769969619%,0.160164304884602%,-4.84954979076182%,-2.9002887536037%,-0.841161550091802%
,,,,,,,,,,,,,,,,,,,,-0.393977670648633%,-2.13986446393106%,-0.613242193774108%,-1.12396444255543%,-0.427762834347688%
,,,,,,,,,,,,,,,,,,,,-0.2630881020659%,2.42262501276712%,-0.745402865627735%,-3.62127190582809%,-0.877133438686481%
,,,,,,,,,,,,,,,,,,,,-1.19116939701128%,-2.28904262159755%,1.90628143444068%,0.987109930337206%,-0.580361501866693%
,,,,,,,,,,,,,,,,,,,,-0.500336600109682%,-0.284385694435804%,6.28724546343367%,-1.26899826775873%,0.205879641780797%
,,,,,,,,,,,,,,,,,,,,3.21198211373661%,0.956720962163955%,4.70018389632373%,2.58508722814567%,-2.47855736458457%
,,,,,,,,,,,,,,,,,,,,-1.55227166861265%,2.6153840271075%,1.29015058277155%,0.318798714889388%,-0.0306568220970558%
,,,,,,,,,,,,,,,,,,,,0.920895706896834%,2.02141059224097%,2.75301212905158%,-2.55901635967404%,-1.1127820824855%
,,,,,,,,,,,,,,,,,,,,-0.833846821068472%,-0.0847732910068632%,-1.73646999680154%,0.460287777524423%,-0.451441881524119%
,,,,,,,,,,,,,,,,,,,,-2.17463999179802%,0.902320954398712%,-0.704321513587888%,-2.0071509148633%,0.655526878634864%
,,,,,,,,,,,,,,,,,,,,-0.846235127728939%,1.71821927161861%,5.44373485620527%,0.680456407625926%,-2.02274935911389%
,,,,,,,,,,,,,,,,,,,,-0.647932146181122%,0.238346148688877%,-0.0950233610177325%,-3.22002595955096%,-1.43534585138656%
,,,,,,,,,,,,,,,,,,,,1.78798390799227%,-4.04740360610214%,-0.173328152470727%,2.92145329410347%,-2.0885703947493%
,,,,,,,,,,,,,,,,,,,,-0.0296822874572902%,-0.199841469622173%,3.38972973328411%,1.47801445285485%,0.943643717690706%
,,,,,,,,,,,,,,,,,,,,-0.505251377284187%,0.848408104480513%,2.19247433267274%,-1.45593749695511%,-0.866813450002791%
,,,,,,,,,,,,,,,,,,,,2.98585550229981%,-2.09368531655699%,0.74774855410846%,-0.733761864557382%,0.837516763209624%
,,,,,,,,,,,,,,,,,,,,-0.137864934506899%,2.34835716765735%,3.28949829153462%,-2.81130908082588%,-0.337847097121175%
,,,,,,,,,,,,,,,,,,,,-1.96534672940712%,2.75379212973299%,-2.13740286328966%,-4.59567729865157%,1.71302826522306%
,,,,,,,,,,,,,,,,,,,,0.200266680566857%,4.41810215207277%,4.03604346124181%,-0.658115611188354%,-1.21667264611545%
,,,,,,,,,,,,,,,,,,,,1.14857412159496%,-0.401916665812815%,-1.32189503342158%,-1.95052777484795%,-0.735444071988861%
,,,,,,,,,,,,,,,,,,,,-1.83523262220087%,0.633014012906679%,2.5715323734686%,-2.12938573057739%,0.425577128739434%
,,,,,,,,,,,,,,,,,,,,0.445035902732105%,0.363430663309802%,-0.253033872528616%,0.797212872410952%,0.826729491559484%
,,,,,,,,,,,,,,,,,,,,-0.979155441332656%,4.17771240936334%,3.43507622382555%,-1.7255484668062%,-1.1695567774562%
,,,,,,,,,,,,,,,,,,,,-0.886199345336582%,-0.340928723265514%,-2.30195689782675%,-3.25887318551637%,-0.908792927180425%
,,,,,,,,,,,,,,,,,,,,-0.514537377851803%,2.54307168273114%,0.161189360599134%,-1.72986993270531%,0.585659228710167%
,,,,,,,,,,,,,,,,,,,,2.30856434434532%,0.081826294247244%,2.3085509129854%,0.966298508269297%,-0.458673573196614%
,,,,,,,,,,,,,,,,,,,,-1.32977388732535%,1.42242270159596%,0.35200846672473%,-1.46947103987689%,0.467010125015886%
,,,,,,,,,,,,,,,,,,,,0.138075735348344%,-1.26961611334345%,0.986402637689528%,-1.58489293653198%,0.858041425164073%
,,,,,,,,,,,,,,,,,,,,-3.94807232979281%,0.174346533658623%,4.19503556048182%,0.199232780213262%,-1.78350042516969%
,,,,,,,,,,,,,,,,,,,,1.39146364698808%,-4.96874795771205%,-1.06654651308935%,0.134892334004398%,-0.996487636573443%
,,,,,,,,,,,,,,,,,,,,-0.0698782329608413%,0.479657020353663%,3.86032830009255%,-1.73956916740366%,-0.86818728950605%
,,,,,,,,,,,,,,,,,,,,-0.332974363854933%,0.724969920195396%,-0.511245165656558%,-4.1346654812219%,1.27285151963377%
,,,,,,,,,,,,,,,,,,,,-1.38087056723548%,1.64802897536193%,2.81032008659554%,-2.21785494543568%,-0.87965169161484%
,,,,,,,,,,,,,,,,,,,,0.117142191158511%,1.42868398296626%,-1.37988689630989%,-1.22485102291372%,-0.120768176711534%
,,,,,,,,,,,,,,,,,,,,-0.495698475019372%,0.539818049652553%,1.05938553610471%,-0.380899024487109%,-2.07416125599926%
,,,,,,,,,,,,,,,,,,,,-2.74323663832462%,-0.870827233235683%,1.96952996866788%,0.688827279143762%,0.667299928865789%
